Session_Connection_Time,Bytes_Transferred,Servers_Corrupted,Pages_Corrupted,WPM_Typing_Speed,bytes_per_min,pages_per_min,servers_per_min,cluster,Location
21.0,52.79,2.13,7.0,69.21,2.513809523809524,0.3333333333333333,0.10142857142857142,0,Equatorial Guinea
19.0,354.24,3.4,6.0,70.26,18.64421052631579,0.3157894736842105,0.17894736842105263,0,Turkey
18.0,635.81,3.43,7.0,74.01,35.32277777777777,0.3888888888888889,0.19055555555555556,0,Slovenia
12.0,428.8,2.22,7.0,72.65,35.733333333333334,0.5833333333333334,0.18500000000000003,0,Congo
30.0,366.5,2.81,8.0,71.25,12.216666666666667,0.26666666666666666,0.09366666666666666,0,Brunei Darussalam
8.0,365.62,1.56,7.0,69.22,45.7025,0.875,0.195,0,South Georgia and the South Sandwich Islands
18.0,373.36,3.92,7.0,72.95,20.742222222222225,0.3888888888888889,0.21777777777777776,0,Holy See (Vatican City State)
24.0,534.74,3.25,8.0,72.19,22.280833333333334,0.3333333333333333,0.13541666666666666,0,Iran
8.0,64.83,3.58,8.0,70.21,8.10375,1.0,0.4475,0,Saudi Arabia
26.0,354.77,3.26,8.0,71.43,13.645,0.3076923076923077,0.12538461538461537,0,Netherlands Antilles
11.0,508.87,2.56,8.0,71.15,46.26090909090909,0.7272727272727273,0.23272727272727273,0,Botswana
14.0,331.49,2.35,9.0,70.23,23.677857142857142,0.6428571428571429,0.16785714285714287,0,Zambia
22.0,404.57,1.82,8.0,69.74,18.389545454545456,0.36363636363636365,0.08272727272727273,0,Bouvet Island (Bouvetoya)
13.0,518.68,2.87,7.0,72.01,39.89846153846153,0.5384615384615384,0.22076923076923077,0,Netherlands
22.0,494.63,2.4,8.0,71.02,22.48318181818182,0.36363636363636365,0.10909090909090909,0,Belarus
19.0,104.67,1.34,9.0,70.44,5.508947368421053,0.47368421052631576,0.07052631578947369,0,Cyprus
22.0,106.26,2.81,8.0,69.51,4.83,0.36363636363636365,0.12772727272727272,0,Netherlands Antilles
13.0,91.86,5.07,8.0,69.43,7.0661538461538465,0.6153846153846154,0.39,0,Yemen
14.0,257.35,2.17,7.0,68.71,18.38214285714286,0.5,0.155,0,Uzbekistan
4.0,459.64,3.09,7.0,69.27,114.91,1.75,0.7725,0,Ecuador
20.0,651.24,1.13,8.0,68.84,32.562,0.4,0.056499999999999995,0,Saint Barthelemy
30.0,23.3,3.54,7.0,68.75,0.7766666666666667,0.23333333333333334,0.11800000000000001,0,Sao Tome and Principe
14.0,499.13,4.6,8.0,72.04,35.652142857142856,0.5714285714285714,0.32857142857142857,0,Haiti
18.0,39.13,2.0,9.0,71.28,2.173888888888889,0.5,0.1111111111111111,0,Romania
34.0,320.47,3.76,8.0,70.67,9.425588235294118,0.23529411764705882,0.11058823529411764,0,Montenegro
4.0,458.36,1.25,8.0,70.8,114.59,2.0,0.3125,0,Czech Republic
22.0,613.04,3.77,8.0,71.02,27.865454545454543,0.36363636363636365,0.17136363636363636,0,Niue
21.0,445.02,3.9,8.0,72.83,21.19142857142857,0.38095238095238093,0.18571428571428572,0,Saint Pierre and Miquelon
17.0,623.48,3.37,8.0,71.96,36.67529411764706,0.47058823529411764,0.19823529411764707,0,Mayotte
19.0,253.39,2.66,8.0,75.0,13.336315789473684,0.42105263157894735,0.14,0,Saint Vincent and the Grenadines
27.0,664.85,3.74,7.0,70.24,24.624074074074073,0.25925925925925924,0.1385185185185185,0,Kyrgyz Republic
13.0,84.83,2.13,9.0,71.89,6.525384615384615,0.6923076923076923,0.16384615384615384,0,South Africa
14.0,526.84,4.14,8.0,72.18,37.63142857142857,0.5714285714285714,0.2957142857142857,0,Japan
22.0,468.35,4.11,7.0,70.28,21.288636363636364,0.3181818181818182,0.18681818181818183,0,New Zealand
20.0,271.97,3.38,8.0,73.17,13.598500000000001,0.4,0.16899999999999998,0,United States Virgin Islands
13.0,449.15,3.33,7.0,69.41,34.55,0.5384615384615384,0.2561538461538462,0,Central African Republic
10.0,256.61,4.26,7.0,70.09,25.661,0.7,0.426,0,Belize
17.0,504.41,3.23,9.0,72.23,29.671176470588236,0.5294117647058824,0.19,0,Seychelles
17.0,408.08,4.52,8.0,69.52,24.00470588235294,0.47058823529411764,0.26588235294117646,0,Sri Lanka
30.0,251.69,3.87,7.0,68.24,8.389666666666667,0.23333333333333334,0.129,0,United States Minor Outlying Islands
18.0,345.83,5.32,8.0,72.16,19.212777777777777,0.4444444444444444,0.29555555555555557,0,Dominican Republic
12.0,345.41,3.53,9.0,69.84,28.784166666666668,0.75,0.29416666666666663,0,Portugal
26.0,339.11,2.1,7.0,72.09,13.042692307692308,0.2692307692307692,0.08076923076923077,0,Trinidad and Tobago
8.0,857.01,1.0,7.0,69.53,107.12625,0.875,0.125,0,Western Sahara
15.0,510.61,1.61,8.0,70.63,34.04066666666667,0.5333333333333333,0.10733333333333334,0,Grenada
11.0,449.09,4.22,7.0,69.09,40.82636363636363,0.6363636363636364,0.3836363636363636,0,Saint Lucia
28.0,336.36,3.06,8.0,69.13,12.012857142857143,0.2857142857142857,0.10928571428571429,0,Faroe Islands
14.0,640.86,4.1,8.0,70.01,45.77571428571429,0.5714285714285714,0.2928571428571428,0,Ethiopia
20.0,429.64,2.47,8.0,71.75,21.482,0.4,0.12350000000000001,0,Sweden
22.0,348.41,2.3,9.0,68.37,15.836818181818183,0.4090909090909091,0.10454545454545454,0,Uruguay
8.0,752.49,4.11,9.0,70.41,94.06125,1.125,0.51375,0,Tokelau
12.0,517.46,3.24,7.0,74.17,43.12166666666667,0.5833333333333334,0.27,0,Tanzania
25.0,456.28,4.07,8.0,71.51,18.251199999999997,0.32,0.1628,0,Serbia
18.0,200.83,4.66,8.0,70.56,11.157222222222224,0.4444444444444444,0.2588888888888889,0,Ukraine
13.0,379.95,1.44,8.0,69.61,29.226923076923075,0.6153846153846154,0.11076923076923076,0,Turks and Caicos Islands
18.0,512.83,3.31,9.0,71.0,28.49055555555556,0.5,0.18388888888888888,0,Slovakia (Slovak Republic)
32.0,340.49,3.82,8.0,70.86,10.6403125,0.25,0.119375,0,Switzerland
18.0,118.03,3.21,7.0,73.79,6.557222222222222,0.3888888888888889,0.17833333333333334,0,Australia
15.0,447.83,2.6,8.0,71.24,29.85533333333333,0.5333333333333333,0.17333333333333334,0,United States Virgin Islands
8.0,372.05,3.13,8.0,69.18,46.50625,1.0,0.39125,0,Antigua and Barbuda
6.0,370.45,2.72,8.0,68.33,61.74166666666667,1.3333333333333333,0.45333333333333337,0,Philippines
7.0,178.56,4.18,8.0,72.42,25.50857142857143,1.1428571428571428,0.5971428571428571,0,Sweden
14.0,366.49,2.56,9.0,70.16,26.177857142857142,0.6428571428571429,0.18285714285714286,0,China
10.0,401.85,3.93,8.0,68.73,40.185,0.8,0.393,0,New Caledonia
13.0,485.85,5.25,8.0,69.13,37.37307692307692,0.6153846153846154,0.40384615384615385,0,Luxembourg
19.0,868.5,3.7,8.0,73.46,45.71052631578947,0.42105263157894735,0.19473684210526318,0,Malawi
6.0,567.16,5.05,8.0,69.04,94.52666666666666,1.3333333333333333,0.8416666666666667,0,Hungary
18.0,419.12,4.11,8.0,70.98,23.284444444444446,0.4444444444444444,0.22833333333333336,0,Palestinian Territory
20.0,288.32,2.71,8.0,70.31,14.416,0.4,0.1355,0,Greece
15.0,422.47,3.01,8.0,71.3,28.16466666666667,0.5333333333333333,0.20066666666666666,0,Benin
15.0,548.83,3.78,7.0,68.53,36.58866666666667,0.4666666666666667,0.252,0,Bahamas
24.0,334.41,4.27,7.0,69.94,13.933750000000002,0.2916666666666667,0.17791666666666664,0,Ethiopia
16.0,300.7,2.94,8.0,69.47,18.79375,0.5,0.18375,0,Kyrgyz Republic
17.0,334.8,2.51,8.0,73.38,19.694117647058825,0.47058823529411764,0.1476470588235294,0,Netherlands
5.0,378.46,5.17,8.0,72.32,75.692,1.6,1.034,0,Samoa
15.0,392.11,4.54,8.0,67.32,26.140666666666668,0.5333333333333333,0.3026666666666667,0,Kuwait
31.0,600.84,4.52,8.0,70.63,19.38193548387097,0.25806451612903225,0.1458064516129032,0,Austria
27.0,474.87,2.12,7.0,69.44,17.587777777777777,0.25925925925925924,0.07851851851851853,0,Saint Barthelemy
19.0,724.8,2.82,8.0,71.72,38.147368421052626,0.42105263157894735,0.14842105263157893,0,Turkmenistan
27.0,171.73,2.07,8.0,70.97,6.36037037037037,0.2962962962962963,0.07666666666666666,0,Bouvet Island (Bouvetoya)
18.0,374.74,4.92,7.0,69.45,20.81888888888889,0.3888888888888889,0.2733333333333333,0,Denmark
16.0,725.51,2.07,8.0,70.57,45.344375,0.5,0.129375,0,Kenya
12.0,75.53,3.73,8.0,69.77,6.2941666666666665,0.6666666666666666,0.31083333333333335,0,Wallis and Futuna
21.0,202.83,2.6,8.0,67.95,9.65857142857143,0.38095238095238093,0.12380952380952381,0,Bhutan
34.0,392.47,2.31,8.0,72.16,11.543235294117649,0.23529411764705882,0.06794117647058824,0,Reunion
23.0,499.24,3.76,8.0,72.45,21.70608695652174,0.34782608695652173,0.1634782608695652,0,Cook Islands
21.0,701.52,2.95,8.0,68.92,33.40571428571428,0.38095238095238093,0.14047619047619048,0,Saint Lucia
11.0,125.69,2.33,7.0,69.3,11.426363636363636,0.6363636363636364,0.21181818181818182,0,Ukraine
13.0,218.71,3.2,7.0,67.31,16.823846153846155,0.5384615384615384,0.24615384615384617,0,Niue
22.0,623.58,3.53,7.0,70.59,28.344545454545457,0.3181818181818182,0.16045454545454543,0,Morocco
12.0,393.84,2.57,7.0,72.17,32.82,0.5833333333333334,0.21416666666666664,0,Cook Islands
19.0,449.53,4.93,7.0,69.79,23.659473684210525,0.3684210526315789,0.2594736842105263,0,Lao People's Democratic Republic
17.0,602.46,4.87,9.0,70.26,35.43882352941176,0.5294117647058824,0.28647058823529414,0,Sudan
17.0,272.34,3.83,9.0,70.07,16.02,0.5294117647058824,0.22529411764705884,0,Norway
18.0,181.78,2.76,9.0,72.51,10.098888888888888,0.5,0.15333333333333332,0,Cambodia
21.0,434.82,2.43,8.0,72.04,20.705714285714286,0.38095238095238093,0.11571428571428573,0,Thailand
46.0,479.77,7.58,14.0,45.91,10.429782608695652,0.30434782608695654,0.16478260869565217,1,Liechtenstein
35.0,871.76,7.38,15.0,45.08,24.90742857142857,0.42857142857142855,0.21085714285714285,1,Mauritania
42.0,797.74,7.58,14.0,46.24,18.993809523809524,0.3333333333333333,0.18047619047619048,1,Russian Federation
36.0,793.45,7.18,13.0,45.9,22.040277777777778,0.3611111111111111,0.19944444444444442,1,Macedonia
41.0,832.71,9.22,14.0,42.43,20.310000000000002,0.34146341463414637,0.2248780487804878,1,Belize
41.0,766.67,6.73,14.0,44.71,18.699268292682927,0.34146341463414637,0.16414634146341464,1,Svalbard & Jan Mayen Islands
47.0,592.93,6.65,13.0,47.15,12.615531914893616,0.2765957446808511,0.14148936170212767,1,United States Virgin Islands
37.0,841.34,5.9,13.0,45.57,22.73891891891892,0.35135135135135137,0.15945945945945947,1,Isle of Man
38.0,984.63,6.88,14.0,43.34,25.911315789473683,0.3684210526315789,0.18105263157894735,1,Zimbabwe
27.0,874.26,7.05,14.0,45.72,32.38,0.5185185185185185,0.2611111111111111,1,Anguilla
51.0,1051.27,8.12,15.0,46.47,20.61313725490196,0.29411764705882354,0.1592156862745098,1,Netherlands Antilles
30.0,460.6,7.15,14.0,45.57,15.353333333333333,0.4666666666666667,0.23833333333333334,1,French Southern Territories
37.0,779.05,7.46,13.0,43.64,21.055405405405406,0.35135135135135137,0.20162162162162162,1,Hong Kong
42.0,869.04,6.45,15.0,41.27,20.69142857142857,0.35714285714285715,0.15357142857142858,1,Saint Helena
49.0,905.5,8.3,13.0,43.33,18.479591836734695,0.2653061224489796,0.16938775510204082,1,Iran
48.0,718.61,6.36,13.0,41.85,14.971041666666666,0.2708333333333333,0.1325,1,Tuvalu
39.0,1021.2,9.09,14.0,43.85,26.184615384615388,0.358974358974359,0.23307692307692307,1,Montserrat
50.0,855.74,7.39,14.0,43.72,17.1148,0.28,0.1478,1,Costa Rica
45.0,1057.61,7.54,14.0,44.28,23.502444444444443,0.3111111111111111,0.16755555555555557,1,Malawi
46.0,765.98,8.5,14.0,43.58,16.651739130434784,0.30434782608695654,0.18478260869565216,1,Micronesia
35.0,717.42,5.08,14.0,46.92,20.497714285714284,0.4,0.14514285714285716,1,Brunei Darussalam
40.0,774.59,6.94,14.0,43.36,19.36475,0.35,0.17350000000000002,1,Tunisia
31.0,905.1,6.27,15.0,45.33,29.19677419354839,0.4838709677419355,0.20225806451612902,1,Libyan Arab Jamahiriya
48.0,957.19,6.95,13.0,43.43,19.941458333333333,0.2708333333333333,0.14479166666666668,1,Guyana
32.0,563.64,7.13,13.0,45.99,17.61375,0.40625,0.2228125,1,Cameroon
39.0,852.69,7.9,14.0,45.7,21.863846153846154,0.358974358974359,0.20256410256410257,1,Trinidad and Tobago
53.0,992.47,7.88,14.0,43.3,18.725849056603774,0.2641509433962264,0.14867924528301887,1,Nicaragua
29.0,1273.04,6.67,14.0,44.36,43.89793103448276,0.4827586206896552,0.23,1,Slovakia (Slovak Republic)
42.0,921.8,7.72,13.0,46.14,21.947619047619046,0.30952380952380953,0.1838095238095238,1,Ethiopia
51.0,904.86,8.35,14.0,43.25,17.74235294117647,0.27450980392156865,0.16372549019607843,1,Bulgaria
37.0,634.7,7.4,14.0,44.25,17.154054054054054,0.3783783783783784,0.2,1,Ecuador
36.0,831.48,6.49,14.0,44.67,23.096666666666668,0.3888888888888889,0.1802777777777778,1,Trinidad and Tobago
38.0,574.09,8.1,14.0,43.34,15.10763157894737,0.3684210526315789,0.2131578947368421,1,Mauritania
30.0,797.62,7.55,13.0,42.08,26.587333333333333,0.43333333333333335,0.25166666666666665,1,India
28.0,716.01,8.86,14.0,44.46,25.571785714285713,0.5,0.3164285714285714,1,Estonia
39.0,485.16,7.84,14.0,42.35,12.440000000000001,0.358974358974359,0.20102564102564102,1,Grenada
51.0,737.22,7.74,14.0,45.02,14.455294117647059,0.27450980392156865,0.15176470588235294,1,Armenia
46.0,925.89,8.51,14.0,44.34,20.12804347826087,0.30434782608695654,0.185,1,Antigua and Barbuda
60.0,836.68,7.45,13.0,41.41,13.944666666666667,0.21666666666666667,0.12416666666666668,1,Comoros
48.0,844.2,8.08,14.0,45.93,17.587500000000002,0.2916666666666667,0.16833333333333333,1,Lithuania
42.0,805.38,6.72,13.0,40.57,19.175714285714285,0.30952380952380953,0.16,1,Congo
52.0,669.21,7.35,13.0,46.26,12.869423076923077,0.25,0.14134615384615384,1,Bangladesh
33.0,1019.94,6.46,14.0,45.45,30.90727272727273,0.42424242424242425,0.19575757575757577,1,Isle of Man
51.0,1243.86,6.26,14.0,44.78,24.38941176470588,0.27450980392156865,0.12274509803921568,1,Antigua and Barbuda
45.0,846.68,9.98,15.0,42.24,18.81511111111111,0.3333333333333333,0.2217777777777778,1,French Southern Territories
36.0,1056.69,6.11,14.0,42.48,29.352500000000003,0.3888888888888889,0.16972222222222222,1,United States Minor Outlying Islands
48.0,934.01,7.97,14.0,44.58,19.458541666666665,0.2916666666666667,0.16604166666666667,1,United States Minor Outlying Islands
52.0,660.79,8.08,13.0,44.67,12.7075,0.25,0.1553846153846154,1,Venezuela
36.0,555.32,6.59,14.0,44.3,15.425555555555556,0.3888888888888889,0.18305555555555555,1,Grenada
47.0,664.28,5.92,14.0,42.75,14.133617021276596,0.2978723404255319,0.12595744680851065,1,Switzerland
37.0,828.68,6.63,14.0,42.27,22.396756756756755,0.3783783783783784,0.1791891891891892,1,Saint Martin
37.0,855.17,8.68,14.0,45.0,23.112702702702702,0.3783783783783784,0.23459459459459459,1,Indonesia
46.0,640.06,6.89,14.0,44.48,13.914347826086955,0.30434782608695654,0.14978260869565216,1,Cocos (Keeling) Islands
39.0,596.69,8.73,14.0,42.1,15.29974358974359,0.358974358974359,0.22384615384615386,1,Gabon
48.0,776.02,8.63,14.0,44.58,16.167083333333334,0.2916666666666667,0.17979166666666668,1,Palestinian Territory
36.0,821.21,6.35,14.0,48.6,22.81138888888889,0.3888888888888889,0.17638888888888887,1,Saint Pierre and Miquelon
35.0,828.09,7.14,15.0,45.25,23.659714285714287,0.42857142857142855,0.204,1,Martinique
40.0,874.47,7.83,14.0,45.02,21.86175,0.35,0.19575,1,Russian Federation
55.0,686.47,7.5,13.0,43.12,12.481272727272728,0.23636363636363636,0.13636363636363635,1,Syrian Arab Republic
49.0,1019.63,7.65,13.0,44.36,20.808775510204082,0.2653061224489796,0.15612244897959185,1,Jordan
45.0,805.67,6.71,15.0,40.74,17.903777777777776,0.3333333333333333,0.1491111111111111,1,Madagascar
42.0,972.14,7.04,14.0,44.24,23.146190476190476,0.3333333333333333,0.1676190476190476,1,Northern Mariana Islands
44.0,1045.32,7.03,14.0,44.22,23.757272727272724,0.3181818181818182,0.1597727272727273,1,Guinea-Bissau
43.0,780.66,7.16,14.0,44.06,18.154883720930233,0.32558139534883723,0.16651162790697674,1,Burkina Faso
46.0,783.48,7.82,14.0,43.09,17.03217391304348,0.30434782608695654,0.17,1,British Virgin Islands
36.0,594.29,7.14,15.0,43.2,16.508055555555554,0.4166666666666667,0.19833333333333333,1,Falkland Islands (Malvinas)
38.0,959.81,7.84,13.0,41.54,25.25815789473684,0.34210526315789475,0.2063157894736842,1,China
40.0,413.92,6.93,15.0,40.76,10.348,0.375,0.17325,1,Netherlands
48.0,1040.38,7.17,15.0,42.33,21.674583333333334,0.3125,0.149375,1,Reunion
47.0,814.26,7.16,13.0,42.76,17.324680851063828,0.2765957446808511,0.1523404255319149,1,Philippines
28.0,887.3,7.49,12.0,43.35,31.689285714285713,0.42857142857142855,0.2675,1,Northern Mariana Islands
49.0,1081.16,5.73,14.0,45.49,22.06448979591837,0.2857142857142857,0.1169387755102041,1,Burkina Faso
39.0,861.74,6.82,14.0,41.61,22.095897435897434,0.358974358974359,0.17487179487179488,1,United Kingdom
42.0,717.05,7.6,13.0,44.96,17.072619047619046,0.30952380952380953,0.18095238095238095,1,Korea
43.0,952.19,7.06,13.0,44.15,22.143953488372095,0.3023255813953488,0.1641860465116279,1,Sudan
37.0,581.9,6.44,14.0,44.28,15.727027027027026,0.3783783783783784,0.17405405405405405,1,Guinea-Bissau
40.0,930.52,8.47,13.0,42.65,23.262999999999998,0.325,0.21175000000000002,1,Uzbekistan
35.0,669.51,7.12,14.0,45.94,19.128857142857143,0.4,0.20342857142857143,1,Kiribati
31.0,844.64,7.48,14.0,41.86,27.246451612903225,0.45161290322580644,0.24129032258064517,1,Timor-Leste
43.0,859.48,7.02,14.0,46.0,19.987906976744185,0.32558139534883723,0.16325581395348837,1,Costa Rica
41.0,752.95,9.37,14.0,46.52,18.364634146341466,0.34146341463414637,0.22853658536585364,1,Heard Island and McDonald Islands
49.0,965.09,8.19,13.0,47.08,19.695714285714285,0.2653061224489796,0.16714285714285712,1,Saint Kitts and Nevis
49.0,704.64,7.96,14.0,45.34,14.380408163265306,0.2857142857142857,0.16244897959183674,1,Benin
44.0,948.6,7.89,14.0,44.01,21.55909090909091,0.3181818181818182,0.17931818181818182,1,United Arab Emirates
45.0,1077.69,8.33,13.0,44.83,23.948666666666668,0.28888888888888886,0.18511111111111112,1,Norway
43.0,881.46,7.64,14.0,43.79,20.49906976744186,0.32558139534883723,0.17767441860465116,1,Czech Republic
38.0,916.41,8.13,13.0,43.81,24.116052631578945,0.34210526315789475,0.21394736842105266,1,Malaysia
33.0,589.62,7.52,13.0,44.11,17.867272727272727,0.3939393939393939,0.22787878787878788,1,Saint Helena
41.0,808.67,7.41,14.0,45.21,19.723658536585365,0.34146341463414637,0.18073170731707316,1,Georgia
46.0,757.14,6.09,14.0,40.77,16.459565217391305,0.30434782608695654,0.1323913043478261,1,Oman
57.0,898.29,5.95,14.0,41.15,15.759473684210526,0.24561403508771928,0.10438596491228071,1,Netherlands
46.0,921.99,9.74,14.0,40.0,20.043260869565216,0.30434782608695654,0.21173913043478262,1,Singapore
52.0,957.47,6.37,14.0,41.04,18.412884615384616,0.2692307692307692,0.1225,1,Taiwan
50.0,535.88,7.16,14.0,42.39,10.7176,0.28,0.1432,1,Grenada
35.0,1018.53,7.75,14.0,45.79,29.10085714285714,0.4,0.22142857142857142,1,Cyprus
40.0,842.59,6.41,14.0,43.32,21.06475,0.35,0.16025,1,Bahamas
34.0,878.07,7.65,15.0,42.87,25.82558823529412,0.4411764705882353,0.225,1,Cook Islands
44.0,946.83,8.27,13.0,44.39,21.518863636363637,0.29545454545454547,0.18795454545454546,1,Egypt
